question,answer
"""Ein Maler aus Frankreich vermietet seine Gemälde an Museen in Österreich, die die Werke für eine Ausstellung nutzen. Wo ist die Leistung steuerpflichtig?""","Die Leistung des Malers ist in Österreich steuerpflichtig, da die Vermietung der Gemälde an Museen in Österreich als Dienstleistung gilt und nach dem sogenannten ""Freistellungsabkommen"" zwischen Österreich und Frankreich steuerpflichtig ist. Die Einkünfte des Malers sind in Österreich zu versteuern."
"""Ein Youtuber aus Österreich wird von einem US-Unternehmen beauftragt, Werbung auf einem Event in den USA zu machen. Wo ist die Leistung steuerpflichtig?""","Die Leistung des Youtubers ist in Österreich steuerpflichtig, da er als Selbstständiger in Österreich ansässig ist und die Leistung in Österreich erbracht wird (z.B. durch die Erstellung von Inhalten). Die Einkünfte aus der Werbung in den USA unterliegen jedoch der Körperschaftsteuer in Österreich, da es sich um eine Einkünfteerzielung aus einem nicht in Österreich ansässigen Unternehmen handelt."
"""Ein Tourist aus Österreich mietet ein Auto für 7 Tage in Zakynthos, Griechenland. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig in Griechenland, da der Tourist dort die Dienstleistung (Autovermietung) in Anspruch nimmt. Die Umsatzsteuer wird in Griechenland erhoben."
"""Ein Tourist aus Österreich mietet ein Wasserboot für 98 Tage in Zakynthos, Griechenland. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig in Griechenland, da der Tourist dort seinen Wohnsitz hat und die Leistung dort verwirklicht wird. Gemäß Art. 5 Abs. 1 der EU-Steuerneutralitätsrichtlinie (RL 2006/112/EG) unterliegt die Leistung der Steuer in dem Staat, in dem der Leistungsempfänger seinen Wohnsitz hat."
"""Ein Tourist aus Deutschland mietet ein Tiny House auf einem österreichischen Bauernhof für 3 Nächte. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig in Österreich, da der Tourist dort seinen Wohnsitz hat und die Leistung dort erbracht wird. Die Umsatzsteuer wird auf die Miete des Tiny Houses erhoben."
"""Ein österreichischer Personaltrainer verkauft einen digitalen Fitnesskurs an eine Privatperson in Frankreich. Wo ist die Leistung steuerpflichtig?""""","Die Leistung des österreichischen Personaltrainers ist nach dem EU-Steuerrecht steuerpflichtig in Österreich, da der Verkäufer (Personaltrainer) in Österreich ansässig ist. Die Befreiung von der Steuer nach § 6 Abs. 1 Z 1 UStG 1994 ist nicht anwendbar, da es sich nicht um einen innerstaatlichen Verkauf handelt."
"""Ein österreichisches Unternehmen verkauft Cloud-Speicherplatz an eine deutsche GmbH. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig in Österreich, da der Leistungsort nach § 3 Abs. 1 Z 1 UStG 1994 (Umsatzsteuergesetz 1994) an dem Ort liegt, an dem der Leistungsempfänger seinen Wohnsitz, Sitz oder eine Betriebsstätte hat, und der Unternehmer den Gegenstand der Lieferung oder der sonstigen Leistung an diesen Ort verbracht hat."
"""Eine britische Marketingagentur entwickelt eine Werbekampagne für ein österreichisches Start-up. Wo ist die Leistung steuerpflichtig?“","Die Leistung der britischen Marketingagentur ist in Österreich steuerpflichtig, wenn sie in Österreich erbracht wird, d.h. wenn die Agentur in Österreich tätig wird oder wenn die Werbekampagne in Österreich wirkt. Gemäß § 3 Abs. 1 UStG 1994 ist die Leistung steuerpflichtig, wenn der Leistungsort in Österreich liegt."
"""Ein deutsches Unternehmen bietet einen Online-Kochkurs für Privatpersonen in Österreich an. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist in Österreich steuerpflichtig, da der Verbrauchsort der Dienstleistung (Online-Kochkurs) in Österreich liegt. Gemäß § 3 Abs. 1 Z 1 UStG 1994 ist die Lieferung von Dienstleistungen an einen in Österreich ansässigen Verbraucher steuerpflichtig."
"Herr Kern ist zu 60% an einer GmbH beteiligt, die er im Rahmen seines Einzelunternehmens (Betriebsvermögen) hält. Die GmbH schüttet 10.000 Euro aus. Gleichzeitig hält er privat Aktien derselben GmbH im Wert von 5.000 Euro und erhält darauf anteilig 2.000 Euro Dividende. Wie sind die beiden Ausschüttungen einkommensteuerrechtlich zu behandeln?",Die Ausschüttung von 10.000 Euro durch die GmbH im Rahmen des Einzelunternehmens ist als Einkünfte aus Gewerbebetrieb zu behandeln und unterliegt der Gewinnabführungspflicht. Die Dividende von 2.000 Euro auf die Aktien im Privatvermögen ist als Einkünfte aus Kapitalvermögen zu behandeln und unterliegt der Einkommensteuer.
Frau Sommer schließt im Alter von 48 Jahren eine Kapitallebensversicherung auf den Erlebensfall ab. Sie zahlt eine einmalige Prämie von 50.000 Euro. Die Versicherungslaufzeit beträgt 12 Jahre. Nach Ablauf erhält sie 65.000 Euro. Ist der Unterschiedsbetrag von 15.000 Euro steuerpflichtig?,"Nein, der Unterschiedsbetrag von 15.000 Euro ist nicht steuerpflichtig, da er als Rückzahlung der Prämie gilt und somit als Rückzahlung eines eingebrachten Kapitals behandelt wird."
"Herr Wolf kauft am 1. März Aktien der X-AG um 10.000 Euro (ex dividend). Am 15. März werden ihm 500 Euro Dividende gutgeschrieben. Am 30. April veräußert er die Aktien um 9.800 Euro. Sein Depot befindet sich bei einer österreichischen Bank. Wie hoch ist sein steuerpflichtiger Gesamtertrag aus diesen Transaktionen nach § 27 EStG 1988, und welche Tatbestände sind betroffen?","Der steuerpflichtige Gesamtertrag beträgt 9.300 Euro. Der Tatbestand des § 27 Abs. 1 Z 1 EStG 1988 (Kapitalerträge) ist betroffen, da Herr Wolf Dividende erhält. Der Tatbestand des § 27 Abs. 1 Z 2 EStG 1988 (Einkünfte aus Kapitalvermögen) ist ebenfalls betroffen, da Herr Wolf Aktien veräußert."
"Herr Ritter ist stiller Gesellschafter an einem Handelsunternehmen. In Jahr 1 erzielt er einen Verlustanteil von 8.000 Euro, in Jahr 2 einen Gewinnanteil von 3.000 Euro. Zusätzlich hat er in Jahr 2 Dividendeneinkünfte aus Aktien von 10.000 Euro. Wie ist der Verlust aus Jahr 1 zu behandeln, und kann er in Jahr 2 mit den Dividenden verrechnet werden?","Der Verlust aus Jahr 1 kann mit dem Gewinnanteil aus Jahr 2 verrechnet werden, da er aus dem gleichen Unternehmen stammt. Der verbleibende Verlustanteil aus Jahr 1 kann jedoch nicht mit den Dividenden aus Jahr 2 verrechnet werden, da diese aus einer anderen Quelle stammen."
"Frau Berger überträgt im Wege der Schenkung ihre Aktien (Anschaffungskosten: 5.000 Euro, aktueller Wert: 12.000 Euro) von ihrem Depot bei der österreichischen Bank A auf das Depot ihres Sohnes bei der deutschen Bank B. Sie beauftragt die Bank A, dem zuständigen Finanzamt innerhalb eines Monats die übertragenen Wertpapiere und deren Anschaffungskosten mitzuteilen. Gilt die Übertragung als Veräußerung?","Nein, die Übertragung gilt nicht als Veräußerung, da Frau Berger die Aktien nicht veräußert, sondern lediglich überträgt. Die Übertragung ist eine Schenkung, die steuerlich nicht als Veräußerung gilt."
Herr Lenz hat seine österreichische Privatstiftung gegründet und im Jahr 2010 Immobilien (Einstandswert steuerlich: 200.000 Euro) eingebracht. Im Jahr 2024 widerruft er die Privatstiftung und erhält das Restvermögen zurück. Das Evidenzkonto der Privatstiftung weist einen Letztstand von 80.000 Euro aus. Die Privatstiftung hat im Laufe der Jahre Gewinne erwirtschaftet. Wie ist die Rückübertragung bei Herrn Lenz einkommensteuerrechtlich zu behandeln?,"Die Rückübertragung des Restvermögens von 80.000 Euro an Herrn Lenz ist steuerneutral, da die Privatstiftung im Laufe der Jahre keine Gewinne verteilt hat und das Einkommen daher nicht an die Stiftungsgläubiger verteilt werden musste. Die Rückübertragung ist keine Einkunftsquelle nach § 2 Abs. 3 EStG 1988."
Frau Huber kauft im Jänner eine Unternehmensanleihe um 10.000 Euro inklusive aufgelaufener Stückzinsen von 200 Euro. Im Oktober desselben Jahres veräußert sie die Anleihe um 10.500 Euro inklusive aufgelaufener Stückzinsen von 350 Euro. Wie sind die beim Kauf gezahlten und beim Verkauf erhaltenen Stückzinsen nach § 27 EStG 1988 zu behandeln?,"Die beim Kauf gezahlten Stückzinsen von 200 Euro sind als Einnahmen aus Kapitalvermögen zu versteuern. Die beim Verkauf erhaltenen Stückzinsen von 350 Euro sind als Einnahmen aus Kapitalvermögen zu versteuern, wobei die bereits zuvor versteuerten Stückzinsen von 200 Euro abzusetzen sind."
Herr Gruber zieht von Österreich in die Schweiz (Nicht-EU/EWR-Staat) und besitzt dabei im Privatvermögen Aktien mit stillen Reserven von 20.000 Euro sowie einen Future-Kontrakt mit einem latenten Gewinn von 5.000 Euro. Welche steuerlichen Konsequenzen hat der Wegzug nach § 27 EStG 1988?,"Der Wegzug nach § 27 EStG 1988 führt zu einer Versteuerung der stillen Reserven der Aktien im Zeitpunkt des Wegzugs, da diese als Einkünfte aus Kapitalvermögen behandelt werden. Der latenten Gewinn des Future-Kontrakt wird jedoch nicht versteuert, da er noch nicht realisiert ist."
Eine österreichische GmbH & Co KG (Mitunternehmerschaft) hält im Betriebsvermögen Aktien. Die Aktien werden mit Gewinn veräußert. Ein Kommanditist hält seinen Anteil an der KG im Privatvermögen. Sind die Gewinne aus der Aktienveräußerung für den Kommanditisten Einkünfte aus Kapitalvermögen nach § 27 EStG 1988?,"Nein, die Gewinne aus der Aktienveräußerung sind für den Kommanditisten Einkünfte aus Gewerbebetrieb nach § 22 Abs. 1 Z 2 EStG 1988, da er als Kommanditist an der GmbH & Co KG beteiligt ist und diese eine Mitunternehmerschaft darstellt."
"Frau Stern hat über ihre österreichische Bank im Privatvermögen eine Put-Option auf Aktien der Y-AG gekauft und dafür eine Optionsprämie von 800 Euro bezahlt. Die Option läuft wertlos aus, weil der Aktienkurs gestiegen ist. Zusätzlich hat sie als Stillhalterin bei einer anderen Option eine Prämie von 1.500 Euro erhalten, die ebenfalls wertlos ausläuft. Wie sind diese beiden Positionen nach § 27 EStG 1988 zu behandeln?","Die Optionsprämie von 800 Euro ist nach § 27 Abs. 1 Z 1 EStG 1988 als Verlust auszuweisen, da die Option wertlos auslief. Die Stillhalterprämie von 1.500 Euro ist nach § 27 Abs. 1 Z 2 EStG 1988 als Einkünfte auszubuchen, da sie als Gegenleistung für die Stillhalterrolle gezahlt wurde."
"Herr Adler ist Begünstigter einer Privatstiftung. Im laufenden Geschäftsjahr beträgt der Bilanzgewinn der Stiftung zu Jahresbeginn 50.000 Euro, die Gewinnrücklagen betragen 30.000 Euro, und das Evidenzkonto weist einen Stand von 200.000 Euro aus. Die Stiftung schüttet 90.000 Euro an Herrn Adler aus. In welchem Ausmaß handelt es sich um steuerpflichtige Einkünfte aus Kapitalvermögen?","Die steuerpflichtigen Einkünfte aus Kapitalvermögen betragen 50.000 Euro (Bilanzgewinn), da die Gewinnrücklagen (30.000 Euro) und der Evidenzkonto-Überschuss (200.000 Euro) nicht steuerpflichtig sind."
"Frau Koch hält im Privatvermögen Aktien bei der österreichischen Bank A. Sie überträgt diese auf ihr eigenes Depot bei der deutschen Bank B und beauftragt Bank A, dem Finanzamt innerhalb eines Monats Name, Steuernummer, die übertragenen Aktien und deren Anschaffungskosten sowie die Empfängerbank mitzuteilen. Zwei Monate später zieht Frau Koch nach Kanada. Gilt nun rückwirkend die ursprüngliche Depotübertragung doch als Veräußerung?","Nein, die Depotübertragung gilt nicht als Veräußerung, da Frau Koch die Übertragung innerhalb eines Monats dem Finanzamt angezeigt hat. Gemäß § 4 Abs. 1 Z 1 EStG 1988 gilt eine Übertragung von Wertpapieren auf ein anderes Depot als Veräußerung, wenn die Übertragung nicht innerhalb eines Monats dem Finanzamt angezeigt wird."
"Herr Jung ist Mitglied einer Agrargemeinschaft und erhält im laufenden Jahr zunächst eine Vorauszahlung von 2.500 Euro im Mai und eine weitere Zahlung von 2.000 Euro im November. Handelt es sich um steuerpflichtige Einkünfte aus Kapitalvermögen nach § 27 EStG 1988, obwohl jede Einzelzahlung unter 4.000 Euro liegt?","Nein, es handelt sich nicht um steuerpflichtige Einkünfte aus Kapitalvermögen nach § 27 EStG 1988, da die Gesamteinnahmen aus der Agrargemeinschaft im laufenden Kalenderjahr 4.500 Euro betragen, was unter der 4.000-Euro-Grenze liegt."
"Frau Braun kauft Aktien im Wert von 20.000 Euro und finanziert den Kauf durch ein Bankdarlehen, für das sie 800 Euro Zinsen bezahlt. Im selben Jahr erhält sie Dividenden von 600 Euro aus diesen Aktien und erzielt bei der Veräußerung der Aktien einen Verlust von 1.500 Euro. Kann sie die Darlehenszinsen oder den Veräußerungsverlust steuermindernd geltend machen?","Frau Braun kann die Darlehenszinsen steuermindernd geltend machen, da sie als Betriebsausgaben für ihre Aktienanlage absetzbar sind. Der Veräußerungsverlust kann jedoch nur bis zur Höhe des Verkaufspreises abgesetzt werden, da die Anschaffungskosten 20.000 Euro betragen und der Verkaufspreis 18.500 Euro (20.000 - 1.500 Euro) beträgt."
"Herr Fink hält Genussrechte an einer österreichischen AG, die ihm laufende Erträge gewähren. Im Laufe des Jahres erhält er: (1) einen laufenden Ertrag von 1.000 Euro, (2) eine Sonderzahlung der AG anlässlich einer Kapitalerhöhung von 500 Euro sowie (3) einen Betrag von 300 Euro, den die AG als übernommene Kapitalertragsteuer weiterleitet. Wie sind diese drei Positionen nach § 27 EStG 1988 zu behandeln?","Die laufenden Erträge von 1.000 Euro sind als Einkünfte aus Kapitalvermögen zu versteuern. Die Sonderzahlung von 500 Euro ist ebenfalls als Einkünfte aus Kapitalvermögen zu behandeln, da sie auf einem Kapitalvermögen beruht. Der Betrag von 300 Euro, der als übernommene Kapitalertragsteuer weitergeleitet wird, ist als Steuerabzug zu berücksichtigen und nicht als Einkünfte aus Kapitalvermögen."
"Frau Hild hat im Jänner des laufenden Jahres Aktien um 15.000 Euro erworben und im März mit einem Verlust von 3.000 Euro veräußert. Im April kauft sie Anteile an einem Investmentfonds (Thesaurierer) um 10.000 Euro. Im Dezember schüttet der Fonds keine Erträge aus, aber es werden ihr ausschüttungsgleiche Erträge von 400 Euro zugerechnet. Außerdem erleidet sie bei einem CFD-Handel (Differenzkontrakt) einen Verlust von 1.200 Euro. Wie ist die Verlustausgleichssituation nach § 27 EStG 1988 zu beurteilen?","Frau Hild kann den Verlust aus dem CFD-Handel in Höhe von 1.200 Euro mit dem Gewinn aus der Aktienerwerbung in Höhe von 15.000 Euro absetzen, sodass ein Gewinn in Höhe von 13.800 Euro entsteht. Der Verlust aus der Aktienveräußerung in Höhe von 3.000 Euro kann auf diesen Gewinn angerechnet werden, sodass ein Gewinn in Höhe von 10.800 Euro verbleibt. Die ausschüttungsgleichen Erträge des Investmentfonds in Höhe von 400 Euro sind zu versteuern."
"Herr Moser zieht von Österreich nach Deutschland (EU-Staat) und beantragt die Nichtfestsetzung der Wegzugsteuer auf seine Aktien. Fünf Jahre später kehrt er nach Österreich zurück, ohne die Aktien in der Zwischenzeit veräußert zu haben. Die Aktien haben im Ausland an Wert gewonnen. Was sind die steuerlichen Konsequenzen des Wiedereintritts in das österreichische Besteuerungsrecht nach § 27 EStG 1988?","Bei der Rückkehr nach Österreich unterliegen die Aktien, die während der Auslandszeit an Wert gewonnen haben, der Wegzugsteuer gemäß § 27 EStG 1988. Die Steuer ist auf den Wertzuwachs zu berechnen, der sich während der Auslandszeit ergeben hat."
"Frau Binder hat eine Rentenversicherung abgeschlossen, bei der die erste Rentenzahlung bereits nach 8 Jahren erfolgen soll. Sie entscheidet sich nach 9 Jahren für eine Kapitalabfindung statt der laufenden Rente. Die eingezahlten Prämien betrugen 30.000 Euro, die Kapitalabfindung beträgt 38.000 Euro. Frau Binder war bei Vertragsabschluss 55 Jahre alt und hat laufende, gleich bleibende Prämien vereinbart. Ist der Unterschiedsbetrag von 8.000 Euro steuerpflichtig?","Nein, der Unterschiedsbetrag von 8.000 Euro ist nicht steuerpflichtig, da er als ""Zinsen"" auf die eingezahlten Prämien angesehen wird und gemäß § 22 EStG steuerfrei ist."
